FIT 101,LIT 101,AIT 201,AIT 202,AIT 203,FIT 201,AIT 301,AIT 302,AIT 303,FIT 301,LIT 301,P3_STATE,FIT 401,AIT 502,AIT 503,AIT 504,FIT 502,FIT 504,FIT 601,label
0.0,724.8807,142.527557,9.289157,199.871826,2.33595,8.535406,257.455658,143.158966,0.000512443,737.5112,99.0,0.7825085,146.5778,1016.27789,44.0271721,0.316638917,0.212663725,0.000320379,0
0.0,724.3311,142.527557,9.289157,200.102539,2.3372314,8.535406,257.455658,143.158966,0.000512443,737.5513,99.0,0.7825085,146.449631,1016.27789,44.0271721,0.316638917,0.212663725,0.000320379,0
0.0,724.174133,142.527557,9.288196,200.358887,2.3372314,8.535406,257.455658,143.158966,0.000512443,738.5126,99.0,0.7825085,146.295822,1016.27789,43.5657539,0.316638917,0.213176176,0.000320379,0
0.0,723.9386,142.527557,9.288196,200.5127,2.3372314,8.539984,257.455658,143.158966,0.000512443,738.5526,99.0,0.7832768,146.295822,1016.27789,43.5657539,0.316638917,0.213368341,0.000320379,0
0.0,723.5853,142.527557,9.288196,200.871567,2.3372314,8.54248,257.455658,143.158966,0.000512443,739.3537,99.0,0.783660948,146.295822,1016.27789,43.75801,0.303445637,0.213048071,0.000320379,0
0.0,723.310547,142.527557,9.288196,200.871567,2.338513,8.543729,257.686157,143.158966,0.000512443,740.515259,99.0,0.783660948,146.295822,1016.27789,43.75801,0.2961445,0.213048071,0.000320379,0
0.0,723.1928,142.527557,9.289477,200.871567,2.338513,8.54789,257.865417,143.158966,0.000512443,740.5553,99.0,0.782380462,145.936935,1016.27789,43.1812363,0.2961445,0.213048071,0.000320379,0
0.0,722.7218,142.527557,9.292682,201.256088,2.338513,8.552052,258.300781,143.158966,0.000512443,741.1161,99.0,0.782380462,145.808762,1016.27789,42.9889755,0.2961445,0.213048071,0.000320379,0
0.0,722.3685,142.527557,9.293323,201.333,2.338513,8.552052,258.505676,143.158966,0.000512443,741.236267,99.0,0.782380462,145.808762,1016.27789,42.9889755,0.309337765,0.213048071,0.000320379,0
0.0,721.6227,142.527557,9.293323,201.614975,2.3367188,8.552052,258.505676,143.158966,0.000512443,741.236267,99.0,0.781356037,145.808762,1016.27789,42.4891052,0.316254646,0.213048071,0.000320379,0
0.0,721.0732,142.527557,9.293323,201.614975,2.3367188,8.552052,258.505676,143.158966,0.000512443,741.837036,99.0,0.78007555,145.398621,1016.27789,42.2583961,0.316382736,0.213048071,0.000320379,0
0.0,720.759155,142.527557,9.295886,201.973846,2.3367188,8.552052,258.505676,143.158966,0.000512443,741.9572,99.0,0.7798194,145.398621,1016.27789,42.2583961,0.318688363,0.213048071,0.000320379,0
0.0,720.4059,142.527557,9.296206,201.973846,2.33556533,8.552052,258.505676,143.158966,0.000512443,742.117432,99.0,0.7798194,145.398621,1016.27789,42.2583961,0.331753552,0.213048071,0.000320379,0
0.0,720.013367,142.527557,9.296206,201.973846,2.33454013,8.550387,258.505676,143.158966,0.000512443,742.3177,99.0,0.7798194,145.398621,1016.27789,41.758522,0.336108625,0.213048071,0.000320379,0
0.0,719.189,142.527557,9.296206,202.3071,2.33454013,8.54248,258.505676,143.158966,0.000512443,742.558044,99.0,0.7798194,145.398621,1016.27789,41.48936,0.336108625,0.213944837,0.000320379,0
0.0,718.835754,142.527557,9.296206,202.409637,2.33415556,8.54248,258.505676,143.158966,0.000512443,742.7583,99.0,0.7798194,145.398621,1016.27789,41.1817474,0.336877167,0.214969724,0.000320379,0
0.0,717.9329,142.527557,9.296206,202.64035,2.33415556,8.54248,258.633728,143.158966,0.000512443,742.9986,99.0,0.780587733,145.398621,1016.27789,41.1817474,0.336877167,0.214969724,0.000320379,0
0.0,717.6582,142.527557,9.296206,202.742889,2.33415556,8.54248,258.94104,143.158966,0.000512443,743.919861,99.0,0.781228,145.398621,1016.27789,41.0663948,0.320609719,0.214969724,0.000320379,0
0.0,717.2264,142.527557,9.2914,203.024872,2.33415556,8.54248,259.0947,143.158966,0.000512443,743.919861,99.0,0.781228,145.116638,1016.27789,40.79723,0.316254646,0.214969724,0.000320379,0
0.0,716.8731,142.527557,9.2914,203.024872,2.336078,8.556213,259.1459,143.158966,0.000512443,743.999939,99.0,0.781228,145.116638,1016.27789,40.52807,0.316254646,0.212663725,0.000320379,0
0.0,716.5591,142.527557,9.2914,203.2043,2.33684683,8.556213,259.1459,143.158966,0.000512443,744.841064,99.0,0.780587733,145.116638,1016.27789,40.52807,0.316254646,0.212663725,0.000320379,0
0.0,716.362854,142.527557,9.290118,203.383743,2.33684683,8.556213,259.1459,143.158966,0.000512443,745.0013,99.0,0.780587733,145.116638,1016.27789,40.52807,0.3262457,0.212663725,0.000320379,0
0.0,715.381531,142.527557,9.288516,203.511917,2.33684683,8.556213,259.402,143.158966,0.000512443,745.361755,99.0,0.780587733,145.116638,1016.27789,40.1435547,0.326629966,0.212663725,0.000320379,0
0.0,714.910461,142.527557,9.288516,203.665726,2.33684683,8.556213,259.504456,143.158966,0.000512443,745.361755,99.0,0.779563367,144.96283,1016.27789,40.0282,0.326629966,0.212663725,0.000320379,0
0.0,714.7927,142.527557,9.288516,203.69136,2.33684683,8.556213,259.504456,143.158966,0.000512443,745.9626,99.0,0.779563367,144.91156,1016.27789,40.0282,0.309209675,0.212663725,0.000320379,0
0.0,714.4787,142.527557,9.288516,203.896439,2.33454013,8.556213,259.504456,143.158966,0.000512443,746.202942,99.0,0.779563367,144.655212,1016.27789,40.0282,0.306007445,0.212663725,0.000320379,0
0.0,713.968445,142.527557,9.288516,203.896439,2.333515,8.556213,259.837372,143.158966,0.000512443,747.564758,99.0,0.779563367,144.475769,1016.27789,39.5283279,0.3156142,0.212984011,0.000320379,0
0.0,713.301147,142.527557,9.285312,204.178421,2.333515,8.556213,260.042267,143.158966,0.000512443,747.564758,99.0,0.779563367,144.1169,1016.27789,39.41297,0.32112208,0.212984011,0.000320379,0
0.0,712.712341,142.527557,9.285312,204.357864,2.333515,8.556213,260.11908,143.158966,0.000512443,748.1655,99.0,0.779563367,144.091263,1016.27789,39.41297,0.325861424,0.212984011,0.000320379,0
0.0,712.123535,142.527557,9.288196,204.6142,2.333515,8.556213,260.221527,143.158966,0.000512443,749.4072,99.0,0.779563367,143.6811,1016.27789,39.41297,0.325861424,0.212984011,0.000320379,0
0.0,711.8095,142.527557,9.289477,204.6142,2.33402753,8.556213,260.4008,143.158966,0.000512443,749.6075,99.0,0.779563367,143.4504,1016.27789,39.41297,0.325861424,0.212984011,0.000320379,0
0.0,711.927246,142.527557,9.289477,204.6142,2.33466816,8.556213,260.503235,143.158966,0.000512443,749.6075,99.0,0.7810999,143.040253,1016.27789,38.7977448,0.325861424,0.212984011,0.000320379,0
0.0,711.770264,142.527557,9.293963,205.101257,2.3364625,8.556213,260.503235,143.158966,0.000512443,750.6088,99.0,0.783789,142.860809,1016.27789,38.7977448,0.325861424,0.214265108,0.000320379,0
0.0,711.181458,142.527557,9.294604,205.101257,2.3364625,8.556213,260.6825,143.158966,0.000512443,751.449951,99.0,0.783789,142.860809,1016.27789,38.7977448,0.326886147,0.214905664,0.000320379,0
0.0,710.1609,142.527557,9.294604,205.126892,2.3364625,8.556629,260.759338,143.158966,0.000512443,751.8505,99.0,0.785581648,142.860809,1016.27789,38.7977448,0.319585,0.214905664,0.000320379,0
0.0,709.297363,142.527557,9.297488,205.434509,2.33492446,8.561624,260.9386,143.158966,0.000512443,752.811768,99.0,0.785581648,142.296844,1016.27789,38.7592926,0.3259895,0.214905664,0.000320379,0
0.0,709.179565,142.527557,9.298129,205.6652,2.33454013,8.561624,260.9386,143.158966,0.000512443,752.811768,99.0,0.7819963,142.296844,1016.27789,38.3747749,0.326501876,0.214905664,0.000320379,0
0.0,708.6693,142.527557,9.298129,205.6652,2.33454013,8.561624,261.06665,143.158966,0.000512443,753.7731,99.0,0.7819963,142.296844,1016.27789,38.29787,0.326501876,0.214905664,0.000320379,0
0.0,708.2375,142.527557,9.298129,205.947189,2.33454013,8.561624,261.06665,143.158966,0.000512443,753.8532,99.0,0.7819963,141.912323,1016.27789,38.2594223,0.326501876,0.214905664,0.000320379,0
0.0,707.2955,142.527557,9.298129,205.998459,2.33454013,8.561624,261.06665,143.158966,0.000512443,754.7744,99.0,0.7819963,141.912323,1016.27789,37.9902573,0.326501876,0.214905664,0.000320379,0
0.0,706.863647,142.527557,9.298129,206.203537,2.33454013,8.561624,261.1435,143.158966,0.000512443,755.094849,99.0,0.7819963,141.630356,1016.27789,37.9902573,0.326501876,0.214905664,0.000320379,0
0.0,706.6674,142.527557,9.298129,206.331711,2.33454013,8.561624,261.2459,143.158966,0.000512443,756.176331,99.0,0.7819963,141.425278,1016.27789,37.9902573,0.33431536,0.212727785,0.000320379,0
0.0,706.0786,142.527557,9.298129,206.38298,2.33556533,8.561624,261.2459,143.158966,0.000512443,756.456665,99.0,0.7819963,141.194565,1016.27789,37.798,0.328807473,0.212727785,0.000320379,0
0.0,706.0786,142.527557,9.298129,206.562424,2.33556533,8.561624,261.2459,143.158966,0.000512443,757.6583,99.0,0.7819963,141.1433,1016.27789,37.798,0.316382736,0.212727785,0.000320379,0
0.0,705.136536,142.527557,9.295566,206.741867,2.33556533,8.561624,261.29715,143.158966,0.000512443,758.659668,99.0,0.7819963,140.938217,1016.27789,37.52884,0.322402984,0.212727785,0.000320379,0
0.0,704.901,142.527557,9.294925,206.9982,2.3364625,8.561624,261.373962,143.158966,0.000512443,759.180359,99.0,0.7832768,140.528076,1016.27789,37.52884,0.319841176,0.212727785,0.000320379,0
0.0,704.1552,142.527557,9.2914,207.228912,2.33659053,8.561624,261.553223,143.158966,0.000512443,759.180359,99.0,0.783789,140.528076,1016.27789,37.2596779,0.324068159,0.21285589,0.000320379,0
0.0,703.527161,142.527557,9.2914,207.228912,2.33812833,8.561624,261.809326,143.158966,0.000512443,760.3019,99.0,0.783789,140.528076,1016.27789,37.2596779,0.335340083,0.212984011,0.000320379,0
0.0,702.192566,142.527557,9.2914,207.228912,2.340435,8.561624,262.039825,143.158966,0.000512443,760.8226,99.0,0.781484067,140.11792,1016.27789,37.2596779,0.328807473,0.212984011,0.000320379,0
0.0,701.800049,142.527557,9.2914,207.48526,2.3405633,8.561624,262.142273,143.158966,0.000512443,761.4234,99.0,0.7810999,139.964111,1016.27789,37.10587,0.3262457,0.212984011,0.000320379,0
0.0,701.721558,142.527557,9.2914,207.53653,2.3405633,8.561624,262.2191,143.158966,0.000512443,762.0242,99.0,0.7810999,139.6565,1016.27789,36.72135,0.3262457,0.212984011,0.000320379,0
0.0,701.4468,142.527557,9.2914,207.741608,2.33838463,8.561624,262.2191,143.158966,0.000512443,762.584961,99.0,0.7810999,139.52832,1016.27789,36.72135,0.3080569,0.212984011,0.000320379,0
0.0,700.8187,142.527557,9.2914,207.869781,2.337744,8.56370449,262.2191,143.158966,0.000512443,763.105652,99.0,0.781356037,139.246353,1016.27789,36.72135,0.3143333,0.212984011,0.000320379,0
0.0,700.4262,142.527557,9.2914,208.02359,2.33582163,8.564537,262.2191,143.158966,0.000512443,763.386,99.0,0.782764554,139.246353,1016.27789,36.72135,0.318176,0.212984011,0.000320379,0
0.0,699.5627,142.527557,9.2914,208.049225,2.33454013,8.57078,262.2191,143.158966,0.000512443,763.386,99.0,0.7830207,138.938736,1016.27789,36.5290947,0.3275266,0.212984011,0.000320379,0
0.0,699.248657,142.527557,9.2914,208.382462,2.33454013,8.575357,262.398346,143.158966,0.000512443,764.026855,99.0,0.7834048,138.810562,1016.27789,36.3368378,0.336236715,0.212984011,0.000320379,0
0.0,698.267334,142.527557,9.294284,208.613174,2.333515,8.575357,262.4496,143.158966,0.000512443,764.6677,99.0,0.7834048,138.554214,1016.27789,36.3368378,0.329447925,0.212984011,0.000320379,0
0.0,697.600037,142.527557,9.296206,208.741348,2.333515,8.575357,262.4496,143.158966,0.000512443,764.707764,99.0,0.7834048,138.118439,1016.27789,35.95232,0.333418727,0.212984011,0.000320379,0
0.0,697.482239,142.527557,9.296206,208.741348,2.333515,8.575357,262.654449,143.158966,0.000512443,765.0282,99.0,0.7853256,138.067169,1016.27789,35.95232,0.336236715,0.212984011,0.000320379,0
0.0,697.0897,142.527557,9.296206,208.920792,2.333515,8.572027,262.859344,143.383057,0.000512443,765.3086,99.0,0.7859658,138.067169,1016.27789,35.95232,0.336621,0.212984011,0.000320379,0
0.0,696.8542,142.527557,9.301333,209.177139,2.333515,8.568699,263.0386,143.607132,0.000512443,765.629,99.0,0.786862135,137.682648,1016.27789,35.6062546,0.347124368,0.212984011,0.000320379,0
0.0,696.147644,142.527557,9.301333,209.177139,2.333515,8.568699,263.0386,143.607132,0.000512443,765.629,99.0,0.786862135,137.4263,1016.27789,35.6062546,0.338670433,0.212984011,0.000320379,0
0.0,696.069153,142.527557,9.301333,209.305313,2.333515,8.568699,263.0386,143.607132,0.000512443,766.1097,99.0,0.786862135,137.272491,1016.27789,35.3755455,0.325349063,0.212984011,0.000320379,0
0.0,695.8336,142.527557,9.301333,209.433472,2.33454013,8.568699,263.0386,143.607132,0.000512443,766.1097,99.0,0.786862135,137.067413,1016.27789,35.3755455,0.325349063,0.212984011,0.000320379,0
0.0,695.7159,142.527557,9.301333,209.433472,2.33479643,8.568699,263.0386,143.351044,0.000512443,766.8306,99.0,0.786862135,137.041779,1016.27789,35.3755455,0.325349063,0.212984011,0.000320379,0
0.0,695.1663,142.527557,9.301333,209.843628,2.33479643,8.568699,263.0386,143.351044,0.000512443,766.8306,99.0,0.786862135,136.657272,1016.27789,35.3755455,0.325349063,0.212984011,0.000320379,0
0.0,694.8916,142.527557,9.301333,209.843628,2.33479643,8.568699,263.0386,143.190979,0.000512443,767.2312,99.0,0.783789,136.195847,1016.27789,35.1063843,0.327142328,0.212984011,0.000320379,0
0.0,694.6953,142.527557,9.301333,209.843628,2.33479643,8.568699,263.0386,143.190979,0.000512443,768.112366,99.0,0.782124341,136.118942,1016.27789,34.9525757,0.327142328,0.213048071,0.000320379,0
0.0,694.185,142.527557,9.301333,209.843628,2.33479643,8.568699,263.0386,143.190979,0.000512443,768.112366,99.0,0.7810999,136.118942,1016.27789,34.9525757,0.3168951,0.214777559,0.000320379,0
0.0,693.871033,142.527557,9.301333,210.099976,2.33479643,8.568699,263.0386,143.190979,0.000512443,768.112366,99.0,0.7810999,135.683151,1016.27789,34.9525757,0.3156142,0.214777559,0.000320379,0
0.0,693.478455,142.527557,9.297488,210.099976,2.33556533,8.565369,263.0386,143.190979,0.000512443,768.112366,99.0,0.7810999,135.401184,1016.27789,34.9525757,0.3156142,0.214777559,0.000320379,0
0.0,692.7719,142.527557,9.297488,210.099976,2.336078,8.561207,263.0386,143.190979,0.000512443,768.4328,99.0,0.7810999,135.298645,1016.27789,34.9525757,0.3156142,0.214777559,0.000320379,0
0.0,692.340149,142.527557,9.297488,210.099976,2.336078,8.561207,263.0386,143.190979,0.000512443,768.8333,99.0,0.7817402,135.0423,1016.27789,34.9525757,0.3156142,0.214777559,0.000320379,0
0.0,691.947632,142.527557,9.294925,210.099976,2.336078,8.561207,263.0386,143.190979,0.000512443,768.8333,99.0,0.7819963,134.632141,1016.27789,34.9525757,0.3156142,0.214777559,0.000320379,0
0.0,691.4373,142.527557,9.292682,210.4845,2.33582163,8.561207,263.0386,143.190979,0.000512443,768.8333,99.0,0.7819963,134.5296,1016.27789,34.6449623,0.3156142,0.212727785,0.000320379,0
0.0,690.77,142.527557,9.292682,210.4845,2.33428383,8.561207,263.0386,143.190979,0.000512443,769.313965,99.0,0.7819963,134.222,1016.27789,34.6449623,0.316254646,0.212663725,0.000320379,0
0.0,690.024231,142.527557,9.292682,210.4845,2.33428383,8.56370449,263.0386,143.190979,0.000512443,769.313965,99.0,0.783917,134.016922,1016.27789,34.6449623,0.3259895,0.212663725,0.000320379,0
0.0,689.6317,142.527557,9.292682,210.663925,2.33415556,8.565369,263.0386,143.190979,0.000512443,769.3941,99.0,0.783917,133.888748,1016.27789,34.6449623,0.320097357,0.212663725,0.000320379,0
0.0,689.003662,142.527557,9.292682,210.843369,2.333643,8.565369,263.0386,143.190979,0.000512443,769.714539,99.0,0.783917,133.504227,1016.27789,34.60651,0.326629966,0.212663725,0.000320379,0
0.0,688.7681,142.527557,9.292682,210.971542,2.333643,8.565369,263.0386,143.190979,0.000512443,769.834656,99.0,0.781484067,133.376053,1016.27789,34.2604446,0.335596263,0.213688612,0.000320379,0
0.0,687.9831,142.527557,9.292682,211.202255,2.33236146,8.565369,263.115448,143.190979,0.000512443,769.834656,99.0,0.781484067,133.042816,1016.27789,34.2604446,0.331497371,0.213688612,0.000320379,0
0.0,687.5906,142.527557,9.292682,211.4586,2.33223343,8.565369,263.345917,143.190979,0.000512443,769.834656,99.0,0.7830207,132.709564,1016.27789,34.2604446,0.338542342,0.213688612,0.000320379,0
0.0,686.687744,142.527557,9.294925,211.509872,2.33223343,8.565369,263.730072,143.190979,0.000512443,771.597046,99.0,0.7830207,132.401947,1016.27789,33.83748,0.338542342,0.212663725,0.000320379,0
0.0,685.941956,142.527557,9.297809,211.509872,2.33415556,8.565369,263.883728,143.190979,0.000512443,771.7973,99.0,0.7830207,132.401947,1016.27789,33.83748,0.333546817,0.212663725,0.000320379,0
0.0,685.3139,142.527557,9.297809,211.971283,2.33415556,8.565369,263.883728,143.190979,0.000512443,772.9989,99.0,0.7830207,132.04306,1016.27789,33.83748,0.326501876,0.212663725,0.000320379,0
0.0,684.9214,142.527557,9.297809,211.971283,2.33415556,8.565369,263.960571,143.190979,0.000512443,773.1992,99.0,0.7830207,131.838,1016.27789,33.83748,0.326501876,0.212663725,0.000320379,0
0.0,684.6466,142.527557,9.297809,212.2789,2.33415556,8.565369,264.139832,143.190979,0.000512443,775.001648,99.0,0.7840451,131.556015,1016.27789,33.83748,0.333034456,0.212663725,0.000320379,0
0.0,684.097046,142.36734,9.297809,212.407074,2.33415556,8.565369,264.242279,143.190979,0.000512443,775.001648,99.0,0.7840451,131.3253,1016.27789,33.83748,0.327014238,0.213112116,0.000320379,0
0.0,683.469,142.36734,9.297809,212.714691,2.33415556,8.565369,264.242279,143.190979,0.000512443,776.804,99.0,0.7840451,131.120224,1016.27789,33.83748,0.330472648,0.213112116,0.000320379,0
0.0,682.880249,142.36734,9.297809,212.714691,2.33582163,8.562872,264.267883,143.190979,0.000512443,777.6051,99.0,0.785069466,131.04332,1016.27789,33.4914131,0.322787255,0.2145854,0.000320379,0
0.0,682.487732,142.36734,9.297809,212.842865,2.33582163,8.561207,264.3191,143.190979,0.000512443,778.36615,99.0,0.786349952,130.761337,1016.27789,33.4914131,0.316767,0.214649454,0.000320379,0
0.0,681.9774,142.36734,9.297809,213.099213,2.33582163,8.561207,264.3191,143.190979,0.000512443,778.36615,99.0,0.7845573,130.376831,1016.27789,33.4914131,0.322787255,0.21529,0.000320379,0
0.0,682.016663,142.36734,9.297809,213.099213,2.33582163,8.561207,264.3191,143.190979,0.000512443,779.6479,99.0,0.782124341,130.376831,1016.27789,33.4914131,0.320097357,0.21529,0.000320379,0
0.0,682.016663,142.36734,9.297809,213.432449,2.33466816,8.561207,264.3191,143.190979,0.000512443,779.9282,99.0,0.782124341,130.017944,1016.27789,33.4914131,0.329191744,0.21529,0.000320379,0
0.0,681.427856,142.36734,9.297809,213.560623,2.33466816,8.561207,264.524,143.190979,0.000512443,781.2901,99.0,0.782124341,129.864136,1016.27789,33.45296,0.336236715,0.21529,0.000320379,0
0.0,681.2316,142.36734,9.297809,213.816971,2.33466816,8.561207,264.8569,143.190979,0.000512443,782.0911,99.0,0.7834048,129.710327,1016.27789,33.22225,0.336236715,0.2134324,0.000320379,0
0.0,681.5064,142.36734,9.297168,213.816971,2.33466816,8.561207,264.8825,143.190979,0.000512443,782.691956,99.0,0.7834048,129.582153,1016.27789,33.22225,0.3455873,0.213368341,0.000320379,0
0.0,680.564331,142.36734,9.293963,213.996414,2.33466816,8.561207,264.8825,143.190979,0.000512443,783.372864,99.0,0.781484067,129.325821,1016.27789,33.22225,0.337389529,0.214905664,0.000320379,0
0.0,680.0148,142.36734,9.292361,214.150223,2.33466816,8.561207,264.8825,143.190979,0.000512443,783.372864,99.0,0.781484067,128.992569,1016.27789,33.22225,0.336236715,0.214905664,0.000320379,0
0.0,679.1905,142.36734,9.292361,214.406555,2.33466816,8.561207,264.8825,143.190979,0.000512443,783.893555,99.0,0.783660948,128.736221,1016.27789,33.22225,0.335596263,0.214905664,0.000320379,0
0.0,678.7194,142.36734,9.292361,214.406555,2.33466816,8.561207,264.8825,143.190979,0.000512443,784.3742,99.0,0.7845573,128.505508,1016.27789,33.22225,0.335596263,0.213496447,0.000320379,0
0.0,678.0521,142.36734,9.292361,214.5091,2.33466816,8.561207,265.0874,143.190979,0.000512443,785.535767,99.0,0.7845573,128.377335,1016.27789,33.22225,0.346483946,0.212663725,0.000320379,0
0.0,677.4634,142.36734,9.292361,214.5091,2.33466816,8.561207,265.3691,143.190979,0.000512443,785.736,99.0,0.7845573,128.095367,1016.27789,32.8377342,0.346483946,0.212663725,0.000320379,0
0.0,677.149353,142.36734,9.292361,214.842346,2.33466816,8.561207,265.3691,143.190979,0.000512443,785.736,99.0,0.7845573,128.095367,1016.27789,32.8377342,0.346483946,0.212663725,0.000320379,0
0.0,676.8353,142.495514,9.295886,214.842346,2.33466816,8.561207,265.420319,143.190979,0.000512443,785.736,99.0,0.786349952,127.78775,1016.27789,32.8377342,0.333290637,0.212663725,0.000320379,0
0.0,676.325,142.495514,9.29909,215.226868,2.33389926,8.561207,265.420319,143.190979,0.000512443,786.056458,99.0,0.786349952,127.608307,1016.27789,33.1838,0.326501876,0.212663725,0.000320379,0
0.0,676.285767,142.495514,9.29909,215.226868,2.33389926,8.561207,265.420319,143.190979,0.000512443,786.2568,99.0,0.786349952,127.608307,1016.27789,33.1838,0.326501876,0.212663725,0.000320379,0
0.0,675.69696,142.495514,9.29909,215.226868,2.33389926,8.561207,265.420319,143.190979,0.000512443,787.178,99.0,0.786862135,127.172523,1016.27789,32.8761864,0.3262457,0.212663725,0.000320379,0
0.0,675.0689,142.495514,9.29909,215.688278,2.33300233,8.561207,265.420319,143.190979,0.000512443,787.298157,99.0,0.786862135,127.172523,1016.27789,32.6839256,0.3262457,0.212727785,0.000320379,0
0.0,674.558655,142.495514,9.302295,215.688278,2.332746,8.561207,265.420319,143.190979,0.000512443,787.4984,99.0,0.786862135,127.172523,1016.27789,32.6839256,0.3262457,0.212727785,0.000320379,0
0.0,674.4016,142.495514,9.302295,215.713913,2.332746,8.561207,265.420319,143.190979,0.000512443,788.2995,99.0,0.786862135,127.04435,1016.27789,32.6839256,0.3262457,0.213304281,0.000320379,0
0.0,673.969849,142.495514,9.302295,215.867722,2.332746,8.561207,265.420319,143.190979,0.000512443,788.5799,99.0,0.786862135,127.018715,1016.27789,32.6839256,0.3262457,0.213304281,0.000320379,0
0.0,673.7343,142.495514,9.302295,216.175339,2.333515,8.561207,265.420319,143.190979,0.000512443,790.141968,99.0,0.7859658,126.685463,1016.27789,32.6839256,0.3262457,0.213304281,0.000320379,0
0.0,673.302551,142.495514,9.302295,216.252243,2.33479643,8.561207,265.676422,143.190979,0.000512443,790.141968,99.0,0.784941435,126.685463,1016.27789,32.6839256,0.334827721,0.21247156,0.000320379,0
0.0,672.556763,142.495514,9.302295,216.252243,2.33479643,8.561207,265.932526,143.190979,0.000512443,790.662659,99.0,0.784941435,126.24968,1016.27789,32.6839256,0.3249648,0.21247156,0.000320379,0
0.0,672.3212,142.495514,9.302295,216.303513,2.33479643,8.559543,266.060577,143.190979,0.000512443,790.903,99.0,0.784941435,126.172775,1016.27789,32.6454773,0.316126555,0.21247156,0.000320379,0
0.0,671.7717,142.495514,9.300693,216.61113,2.33454013,8.550387,266.060577,143.190979,0.000512443,791.3035,99.0,0.78583777,125.788261,1016.27789,32.6070251,0.316126555,0.212663725,0.000320379,0
0.0,671.6539310000001,142.495514,9.300693,216.841843,2.33261776,8.549139,266.060577,143.190979,0.000512443,791.3035,99.0,0.78583777,125.557549,1016.27789,32.26096,0.316126555,0.213176176,0.000320379,0
0.0,671.37915,142.495514,9.29877,216.995636,2.33082366,8.546226,266.060577,143.190979,0.000512443,792.665344,99.0,0.78583777,125.09613,1016.27789,32.26096,0.316126555,0.213176176,0.000320379,0
0.0,670.7904,142.495514,9.297809,216.995636,2.32979846,8.546226,266.060577,143.190979,0.000512443,792.9858,99.0,0.78583777,124.737244,1016.27789,32.26096,0.330216467,0.213176176,0.000320379,0
0.0,670.083862,142.495514,9.297809,217.251984,2.32954216,8.546226,266.060577,143.190979,0.000512443,794.307556,99.0,0.78583777,124.506538,1016.27789,32.26096,0.335852444,0.213176176,0.000320379,0
0.0,669.6128,142.495514,9.297809,217.277618,2.32954216,8.546226,266.060577,143.190979,0.000512443,794.307556,99.0,0.786349952,124.122017,1016.27789,32.26096,0.330344558,0.212984011,0.000320379,0
0.0,668.90625,142.495514,9.295886,217.380157,2.32954216,8.546226,266.060577,143.190979,0.000512443,794.307556,99.0,0.787118256,123.814407,1016.27789,32.26096,0.335212,0.212791845,0.000320379,0
0.0,668.6315,142.495514,9.295886,217.66214,2.32954216,8.546226,266.060577,143.222992,0.000512443,794.587952,99.0,0.787118256,123.50679,1016.27789,32.26096,0.336236715,0.212791845,0.000320379,0
