@RELATION 0_elec_anomaly_scale_f_0_s_0.1_r_3_uniform

@ATTRIBUTE attribute_1 numeric
@ATTRIBUTE class {1.0, 0.0}

@DATA
0.44942,0.0
0.458048,0.0
0.428444,0.0
0.385302,0.0
0.351532,0.0
0.32535,0.0
0.309432,0.0
0.282059,0.0
0.259447,0.0
0.29753,0.0
0.31687,0.0
0.3374,0.0
0.316572,0.0
0.30244,0.0
0.259,0.0
0.234157,0.0
0.182089,0.0
0.140732,0.0
0.111425,0.0
0.087176,0.0
0.07349,0.0
0.058167,0.0
0.052812,0.0
0.064267,0.0
0.074383,0.0
0.090747,0.0
0.091937,0.0
0.127938,0.0
0.180452,0.0
0.230884,0.0
0.277298,0.0
0.327581,0.0
0.351235,0.0
0.355251,0.0
0.345582,0.0
0.337251,0.0
0.323416,0.0
0.308242,0.0
0.281018,0.0
0.263612,0.0
0.244868,0.0
0.235049,0.0
0.231479,0.0
0.23252,0.0
0.240405,0.0
0.240702,0.0
0.263761,0.0
0.311068,0.0
0.387682,0.0
0.403898,0.0
0.383071,0.0
0.366706,0.0
0.346772,0.0
0.328771,0.0
0.311068,0.0
0.280571,0.0
0.252455,0.0
0.287414,0.0
0.298869,0.0
0.316424,0.0
0.293663,0.0
0.282654,0.0
0.247694,0.0
0.233859,0.0
0.185808,0.0
0.154865,0.0
0.127789,0.0
0.112169,0.0
0.101309,0.0
0.10235,0.0
0.110533,0.0
0.143112,0.0
0.187742,0.0
0.27953,0.0
0.367599,0.0
0.375483,0.0
0.435882,0.0
0.465338,0.0
0.469652,0.0
0.512348,0.0
0.529753,0.0
0.519042,0.0
0.498959,0.0
0.495091,0.0
0.492711,0.0
0.488545,0.0
0.476346,0.0
0.478578,0.0
0.478429,0.0
0.473222,0.0
0.467718,0.0
0.457007,0.0
0.472925,0.0
0.489289,0.0
0.53734,0.0
0.591639,0.0
0.651592,0.0
0.629575,0.0
0.597292,0.0
0.558316,0.0
0.526034,0.0
0.497025,0.0
0.471883,0.0
0.427998,0.0
0.3795,0.0
0.425022,0.0
0.448825,0.0
0.468462,0.0
0.46385,0.0
0.459685,0.0
0.438857,0.0
0.409551,0.0
0.341416,0.0
0.279232,0.0
0.236686,0.0
0.193692,0.0
0.167361,0.0
0.157542,0.0
0.158137,0.0
0.186105,0.0
0.233115,0.0
0.323862,0.0
0.436626,0.0
0.447188,0.0
0.505802,0.0
0.528265,0.0
0.523654,0.0
0.558762,0.0
0.5723,0.0
0.553704,0.0
0.533621,0.0
0.516513,0.0
0.509223,0.0
0.497173,0.0
0.499851,0.0
0.502083,0.0
0.491372,0.0
0.479768,0.0
0.47471,0.0
0.468015,0.0
0.484826,0.0
0.498959,0.0
0.540762,0.0
0.612169,0.0
0.678667,0.0
0.665873,0.0
0.635228,0.0
0.585242,0.0
0.562035,0.0
0.535852,0.0
0.508033,0.0
0.463106,0.0
0.422047,0.0
0.458941,0.0
0.470098,0.0
0.488396,0.0
0.480661,0.0
0.486314,0.0
0.459387,0.0
0.431419,0.0
0.363582,0.0
0.311068,0.0
0.258554,0.0
0.217197,0.0
0.186998,0.0
0.175245,0.0
0.173312,0.0
0.202321,0.0
0.243529,0.0
0.345284,0.0
0.451503,0.0
0.461321,0.0
0.525588,0.0
0.544183,0.0
0.533323,0.0
0.563672,0.0
0.567986,0.0
0.551175,0.0
0.529902,0.0
0.518298,0.0
0.503422,0.0
0.492264,0.0
0.481702,0.0
0.472925,0.0
0.468908,0.0
0.456412,0.0
0.441238,0.0
0.43499,0.0
0.450164,0.0
0.463106,0.0
0.500149,0.0
0.570217,0.0
0.645492,0.0
0.632699,0.0
0.604582,0.0
0.565605,0.0
0.540315,0.0
0.519786,0.0
0.488694,0.0
0.44823,0.0
0.399732,0.0
0.448825,0.0
0.464296,0.0
0.487652,0.0
0.488545,0.0
0.49033,0.0
0.463999,0.0
0.428741,0.0
0.366855,0.0
0.307349,0.0
0.261232,0.0
0.215115,0.0
0.186254,0.0
0.170336,0.0
0.171526,0.0
0.199494,0.0
0.241595,0.0
0.338143,0.0
0.44332,0.0
0.45537,0.0
0.524695,0.0
0.543737,0.0
0.536894,0.0
0.57706,0.0
0.586581,0.0
0.571407,0.0
0.552812,0.0
0.537043,0.0
0.530646,0.0
0.523951,0.0
0.514579,0.0
0.500149,0.0
0.502678,0.0
0.495537,0.0
0.488545,0.0
0.48557,0.0
0.496578,0.0
0.517852,0.0
0.557126,0.0
0.616483,0.0
0.678667,0.0
0.670485,0.0
0.646534,0.0
0.608599,0.0
0.578697,0.0
0.560399,0.0
0.528265,0.0
0.475602,0.0
0.430527,0.0
0.477388,0.0
0.49033,0.0
0.500446,0.0
0.489586,0.0
0.485421,0.0
0.461619,0.0
0.433948,0.0
0.364177,0.0
0.308688,0.0
0.262571,0.0
0.217197,0.0
0.190866,0.0
0.176138,0.0
0.175245,0.0
0.203511,0.0
0.246504,0.0
0.339334,0.0
0.444511,0.0
0.459833,0.0
0.526778,0.0
0.546712,0.0
0.543886,0.0
0.576317,0.0
0.582565,0.0
0.564713,0.0
0.545076,0.0
0.530943,0.0
0.529009,0.0
0.519786,0.0
0.510562,0.0
0.492859,0.0
0.481851,0.0
0.469057,0.0
0.457751,0.0
0.451651,0.0
0.459982,0.0
0.472776,0.0
0.511009,0.0
0.567242,0.0
0.619756,0.0
0.592086,0.0
0.573341,0.0
0.528414,0.0
0.504017,0.0
0.480363,0.0
0.464743,0.0
0.423535,0.0
0.378608,0.0
0.43618,0.0
0.464445,0.0
0.489735,0.0
0.484231,0.0
0.478727,0.0
0.447337,0.0
0.412824,0.0
0.339929,0.0
0.280571,0.0
0.227611,0.0
0.185808,0.0
0.153377,0.0
0.132996,0.0
0.123326,0.0
0.126897,0.0
0.141922,0.0
0.171526,0.0
0.209461,0.0
0.254389,0.0
0.328176,0.0
0.394674,0.0
0.431866,0.0
0.468164,0.0
0.468164,0.0
0.453288,0.0
0.435733,0.0
0.420857,0.0
0.405088,0.0
0.395716,0.0
0.379649,0.0
0.368045,0.0
0.355995,0.0
0.347813,0.0
0.336805,0.0
0.338292,0.0
0.344689,0.0
0.356442,0.0
0.405385,0.0
0.467272,0.0
0.536745,0.0
0.53734,0.0
0.507587,0.0
0.462362,0.0
0.424278,0.0
0.400922,0.0
0.378756,0.0
0.347367,0.0
0.316275,0.0
0.35302,0.0
0.365665,0.0
0.381137,0.0
0.349003,0.0
0.335019,0.0
0.290539,0.0
0.264207,0.0
0.211693,0.0
0.171378,0.0
0.1385,0.0
0.112764,0.0
0.090598,0.0
0.081077,0.0
0.073639,0.0
0.081523,0.0
0.089259,0.0
0.112318,0.0
0.131657,0.0
0.15427,0.0
0.207825,0.0
0.268224,0.0
0.315977,0.0
0.365814,0.0
0.387385,0.0
0.385748,0.0
0.370277,0.0
0.354061,0.0
0.33859,0.0
0.327135,0.0
0.311812,0.0
0.292621,0.0
0.275513,0.0
0.261976,0.0
0.249926,0.0
0.259149,0.0
0.26986,0.0
0.292621,0.0
0.349301,0.0
0.418328,0.0
0.491223,0.0
0.505951,0.0
0.478578,0.0
0.461024,0.0
0.431419,0.0
0.407022,0.0
0.389021,0.0
0.352574,0.0
0.313448,0.0
0.340821,0.0
0.352871,0.0
0.35778,0.0
0.328622,0.0
0.322821,0.0
0.287712,0.0
0.264058,0.0
0.225082,0.0
0.184915,0.0
0.153079,0.0
0.136715,0.0
0.119905,0.0
0.12288,0.0
0.126599,0.0
0.15784,0.0
0.207528,0.0
0.301993,0.0
0.407766,0.0
0.433204,0.0
0.496876,0.0
0.5241,0.0
0.523505,0.0
0.558762,0.0
0.572449,0.0
0.558465,0.0
0.533175,0.0
0.524249,0.0
0.517554,0.0
0.505802,0.0
0.494644,0.0
0.49762,0.0
0.487801,0.0
0.475454,0.0
0.46504,0.0
0.461619,0.0
0.469206,0.0
0.484528,0.0
0.52291,0.0
0.603987,0.0
0.677477,0.0
0.6626,0.0
0.627938,0.0
0.580482,0.0
0.562928,0.0
0.530497,0.0
0.50848,0.0
0.461619,0.0
0.41922,0.0
0.458792,0.0
0.463255,0.0
0.476049,0.0
0.471288,0.0
0.472032,0.0
0.456263,0.0
0.430675,0.0
0.371913,0.0
0.312109,0.0
0.261232,0.0
0.221065,0.0
0.185659,0.0
0.170485,0.0
0.165278,0.0
0.19637,0.0
0.246206,0.0
0.340524,0.0
0.448676,0.0
0.471586,0.0
0.541952,0.0
0.563523,0.0
0.555043,0.0
0.584499,0.0
0.59759,0.0
0.574978,0.0
0.546415,0.0
0.522612,0.0
0.521571,0.0
0.510265,0.0
0.500446,0.0
0.495983,0.0
0.490033,0.0
0.479768,0.0
0.467272,0.0
0.458792,0.0
0.476198,0.0
0.493306,0.0
0.523356,0.0
0.61202,0.0
0.6928,0.0
0.684023,0.0
0.651592,0.0
0.61202,0.0
0.583309,0.0
0.566498,0.0
0.541506,0.0
0.492413,0.0
0.440345,0.0
0.48319,0.0
0.489289,0.0
0.494942,0.0
0.495091,0.0
0.491074,0.0
0.4759,0.0
0.455817,0.0
0.394674,0.0
0.335019,0.0
0.291282,0.0
0.241595,0.0
0.212883,0.0
0.195329,0.0
0.190866,0.0
0.22285,0.0
0.276257,0.0
0.377417,0.0
0.493157,0.0
0.511455,0.0
0.590003,0.0
0.613359,0.0
0.594912,0.0
0.616632,0.0
0.624517,0.0
0.602648,0.0
0.571407,0.0
0.548646,0.0
0.538381,0.0
0.523654,0.0
0.507736,0.0
0.500744,0.0
0.489884,0.0
0.483487,0.0
0.476346,0.0
0.464148,0.0
0.476941,0.0
0.491818,0.0
0.535555,0.0
0.622434,0.0
0.703511,0.0
0.701726,0.0
0.674055,0.0
0.63731,0.0
0.60964,0.0
0.588515,0.0
0.56501,0.0
0.508628,0.0
0.455668,0.0
0.487057,0.0
0.495091,0.0
0.507289,0.0
0.500893,0.0
0.495091,0.0
0.476793,0.0
0.448676,0.0
0.386195,0.0
0.328771,0.0
0.282952,0.0
0.23371,0.0
0.195775,0.0
0.175989,0.0
0.178816,0.0
0.207081,0.0
0.256471,0.0
0.365665,0.0
0.475454,0.0
0.502678,0.0
0.567837,0.0
0.58078,0.0
0.564118,0.0
0.582267,0.0
0.586879,0.0
0.564713,0.0
0.531836,0.0
0.511604,0.0
0.500893,0.0
0.48914,0.0
0.471883,0.0
0.465338,0.0
0.461916,0.0
0.455668,0.0
0.445552,0.0
0.439899,0.0
0.451949,0.0
0.465338,0.0
0.497917,0.0
0.587474,0.0
0.656501,0.0
0.653972,0.0
0.638352,0.0
0.600268,0.0
0.572895,0.0
0.55177,0.0
0.528563,0.0
0.478727,0.0
0.426659,0.0
0.472925,0.0
0.485421,0.0
0.497471,0.0
0.492264,0.0
0.47828,0.0
0.457007,0.0
0.435138,0.0
0.373996,0.0
0.317763,0.0
0.276406,0.0
0.23133,0.0
0.201577,0.0
0.182386,0.0
0.182237,0.0
0.204255,0.0
0.256769,0.0
0.355995,0.0
0.458941,0.0
0.493454,0.0
0.561291,0.0
0.580036,0.0
0.567539,0.0
0.591044,0.0
0.589705,0.0
0.567093,0.0
0.542398,0.0
0.52053,0.0
0.514877,0.0
0.503273,0.0
0.490777,0.0
0.479768,0.0
0.470693,0.0
0.461321,0.0
0.448378,0.0
0.438709,0.0
0.445403,0.0
0.458941,0.0
0.488545,0.0
0.566201,0.0
0.625707,0.0
0.613657,0.0
0.588069,0.0
0.54582,0.0
0.508331,0.0
0.500298,0.0
0.480661,0.0
0.443618,0.0
0.399732,0.0
0.450461,0.0
0.467272,0.0
0.487206,0.0
0.485272,0.0
0.6176711518121254,1.0
0.568425345672187,1.0
0.5038766143978379,1.0
0.36313085689152297,1.0
0.22305161088623907,1.0
0.10959032922246698,1.0
0.010436678673109712,1.0
-0.07740416928492189,1.0
-0.13163986521949206,1.0
-0.15726029892523247,1.0
-0.14361694269607345,1.0
-0.11001179067261208,1.0
-0.013519712895828429,1.0
0.07032877590334269,1.0
0.18379005756711475,1.0
0.3744436594828485,1.0
0.5301613229888341,1.0
0.6133455369027494,1.0
0.6842171809737925,1.0
0.6705738247446336,1.0
0.5977071194020478,1.0
0.5368174915360435,1.0
0.4742638215332369,1.0
0.42069463709969773,1.0
0.3714488309597594,1.0
0.33784367893629796,1.0
0.303905271162321,1.0
0.24368215479734778,1.0
0.22804373729664615,1.0
0.21939250747789404,1.0
0.2260464394093282,1.0
0.2520001288655842,1.0
0.2982488698666582,1.0
0.42768182478164746,1.0
0.6080223913576022,1.0
0.8020040775469406,1.0
0.8059964367058012,1.0
0.7474351258618549,1.0
0.6605918085395946,1.0
0.5794071291287725,1.0
0.5151894169891635,1.0
0.4602894461693376,1.0
0.39041533273406576,1.0
0.312556500981073,1.0
0.38143084716479825,1.0
0.3944076918929263,1.0
0.4320074396910234,1.0
0.3844256756878875,1.0
0.38881650249948835,1.0
0.3080580694191689,1.0
0.2612395592850136,1.0
0.1787476623745029,1.0
0.10938413130186678,1.0
0.05265606953133514,1.0
0.00930448705756226,1.0
-0.029587713920291303,1.0
-0.04915703854316056,1.0
-0.05757957461723079,1.0
-0.048414363357507095,1.0
-0.03181740466825095,1.0
0.005837559397179837,1.0
0.0469594511229931,1.0
0.09353151298926332,1.0
0.189894450923302,1.0
0.2877444044196469,1.0
0.3689973992267356,1.0
0.44182785795975416,1.0
0.4611507343147384,1.0
0.43984628067067866,1.0
0.41111174478808576,1.0
0.3803939664254182,1.0
0.3494280746038663,1.0
0.3206918735302741,1.0
0.2922037859155662,1.0
0.2570282912479785,1.0
0.22482349732300475,1.0
0.20104290466310035,1.0
0.18320704387042225,1.0
0.19063879129995473,1.0
0.20971188900505552,1.0
0.2503392190040995,1.0
0.3484372859593286,1.0
0.5181269095441543,1.0
0.6623024766388845,1.0
0.6890554352324019,1.0
0.6692379971506484,1.0
0.6286106671516044,1.0
0.5820402704763334,1.0
0.5557802084185859,1.0
0.5277883477216465,1.0
0.4584264818400095,1.0
0.3828701054412629,1.0
0.41953428086215594,1.0
0.4180472652998498,1.0
0.4304329559520709,1.0
0.391046193247448,1.0
0.342011,0.0
0.304374,0.0
0.289497,0.0
0.246802,0.0
0.210205,0.0
0.18313,0.0
0.163047,0.0
0.144749,0.0
0.143856,0.0
0.152633,0.0
0.185808,0.0
0.244421,0.0
0.345879,0.0
0.459238,0.0
0.492859,0.0
0.572449,0.0
0.594615,0.0
0.587028,0.0
0.610086,0.0
0.615442,0.0
0.599821,0.0
0.566944,0.0
0.547159,0.0
0.540315,0.0
0.5241,0.0
0.510711,0.0
0.502083,0.0
0.492413,0.0
0.479619,0.0
0.474264,0.0
0.46623,0.0
0.476049,0.0
0.498215,0.0
0.558316,0.0
0.652187,0.0
0.720173,0.0
0.707974,0.0
0.670485,0.0
0.634037,0.0
0.610086,0.0
0.582118,0.0
0.557721,0.0
0.501785,0.0
0.440791,0.0
0.474561,0.0
0.480512,0.0
0.490777,0.0
0.49152,0.0
0.487355,0.0
0.468759,0.0
0.448676,0.0
0.384856,0.0
0.325945,0.0
0.284737,0.0
0.236983,0.0
0.20366,0.0
0.187742,0.0
0.185064,0.0
0.214073,0.0
0.262571,0.0
0.372954,0.0
0.486462,0.0
0.513835,0.0
0.591788,0.0
0.611723,0.0
0.595805,0.0
0.62169,0.0
0.624219,0.0
0.596102,0.0
0.572151,0.0
0.546415,0.0
0.526034,0.0
0.510265,0.0
0.494049,0.0
0.480512,0.0
0.472776,0.0
0.467272,0.0
0.450907,0.0
0.444957,0.0
0.459685,0.0
0.47947,0.0
0.52648,0.0
0.625707,0.0
0.70485,0.0
0.69994,0.0
0.672419,0.0
0.634633,0.0
0.612169,0.0
0.587474,0.0
0.56144,0.0
0.507885,0.0
0.454627,0.0
0.486165,0.0
0.489438,0.0
0.501785,0.0
0.50357,0.0
0.49524,0.0
0.470247,0.0
0.448378,0.0
0.384409,0.0
0.331895,0.0
0.290241,0.0
0.245463,0.0
0.206932,0.0
0.190568,0.0
0.19042,0.0
0.217346,0.0
0.270306,0.0
0.379203,0.0
0.497025,0.0
0.52648,0.0
0.595805,0.0
0.608152,0.0
0.585986,0.0
0.605326,0.0
0.604582,0.0
0.575424,0.0
0.550431,0.0
0.524844,0.0
0.508926,0.0
0.494793,0.0
0.479173,0.0
0.473073,0.0
0.464445,0.0
0.451354,0.0
0.438709,0.0
0.435436,0.0
0.44704,0.0
0.467272,0.0
0.521422,0.0
0.612615,0.0
0.6928,0.0
0.687295,0.0
0.656352,0.0
0.62645,0.0
0.597888,0.0
0.580184,0.0
0.556233,0.0
0.502231,0.0
0.45537,0.0
0.491372,0.0
0.510116,0.0
0.505207,0.0
0.508182,0.0
0.50476,0.0
0.487504,0.0
0.463106,0.0
0.39155,0.0
0.338738,0.0
0.29396,0.0
0.248438,0.0
0.213776,0.0
0.19875,0.0
0.196965,0.0
0.223594,0.0
0.273579,0.0
0.379946,0.0
0.482594,0.0
0.522612,0.0
0.599078,0.0
0.612169,0.0
0.591788,0.0
0.61812,0.0
0.615591,0.0
0.578251,0.0
0.557126,0.0
0.536001,0.0
0.522017,0.0
0.515174,0.0
0.497173,0.0
0.489884,0.0
0.482446,0.0
0.465486,0.0
0.458941,0.0
0.450461,0.0
0.46147,0.0
0.473817,0.0
0.510562,0.0
0.600863,0.0
0.68313,0.0
0.679113,0.0
0.663642,0.0
0.62645,0.0
0.607557,0.0
0.58911,0.0
0.564267,0.0
0.514877,0.0
0.461619,0.0
0.504314,0.0
0.513389,0.0
0.519488,0.0
0.511157,0.0
0.503422,0.0
0.482892,0.0
0.459238,0.0
0.392443,0.0
0.331003,0.0
0.286819,0.0
0.240553,0.0
0.210503,0.0
0.191312,0.0
0.186998,0.0
0.219726,0.0
0.271199,0.0
0.372657,0.0
0.48557,0.0
0.507587,0.0
0.584796,0.0
0.610235,0.0
0.612169,0.0
0.626004,0.0
0.625112,0.0
0.595061,0.0
0.561738,0.0
0.536001,0.0
0.518744,0.0
0.503868,0.0
0.482446,0.0
0.468313,0.0
0.458941,0.0
0.44704,0.0
0.433799,0.0
0.429932,0.0
0.432609,0.0
0.444659,0.0
0.488843,0.0
0.570663,0.0
0.642071,0.0
0.631657,0.0
0.606665,0.0
0.573639,0.0
0.543588,0.0
0.5241,0.0
0.505356,0.0
0.461916,0.0
0.417435,0.0
0.465784,0.0
0.480958,0.0
0.494496,0.0
0.488396,0.0
0.486909,0.0
0.464296,0.0
0.430824,0.0
0.368343,0.0
0.303184,0.0
0.252008,0.0
0.210503,0.0
0.171229,0.0
0.146831,0.0
0.135525,0.0
0.137162,0.0
0.158137,0.0
0.198602,0.0
0.243082,0.0
0.296935,0.0
0.386938,0.0
0.463106,0.0
0.502975,0.0
0.531389,0.0
0.523505,0.0
0.493008,0.0
0.459685,0.0
0.431419,0.0
0.406427,0.0
0.38069,0.0
0.360904,0.0
0.342011,0.0
0.322523,0.0
0.30839,0.0
0.299762,0.0
0.297382,0.0
0.30244,0.0
0.323416,0.0
0.390658,0.0
0.469206,0.0
0.538976,0.0
0.536596,0.0
0.513686,0.0
0.469652,0.0
0.439304,0.0
0.405088,0.0
0.383517,0.0
0.351979,0.0
0.319399,0.0
0.352425,0.0
0.356442,0.0
0.369682,0.0
0.35302,0.0
0.336656,0.0
0.292175,0.0
0.266885,0.0
0.218536,0.0
0.174353,0.0
0.136864,0.0
0.114252,0.0
0.089259,0.0
0.076912,0.0
0.071854,0.0
0.076763,0.0
0.08911,0.0
0.109491,0.0
0.129872,0.0
0.153526,0.0
0.214222,0.0
0.284142,0.0
0.339929,0.0
0.391996,0.0
0.417882,0.0
0.424874,0.0
0.421452,0.0
0.410741,0.0
0.402261,0.0
0.394823,0.0
0.381434,0.0
0.360458,0.0
0.340821,0.0
0.332342,0.0
0.322523,0.0
0.333234,0.0
0.341267,0.0
0.363731,0.0
0.420857,0.0
0.493752,0.0
0.558911,0.0
0.571407,0.0
0.550878,0.0
0.523951,0.0
0.49524,0.0
0.466677,0.0
0.447932,0.0
0.401964,0.0
0.349747,0.0
0.372954,0.0
0.368938,0.0
0.372062,0.0
0.352127,0.0
0.333829,0.0
0.296638,0.0
0.282356,0.0
0.236537,0.0
0.205296,0.0
0.172865,0.0
0.151145,0.0
0.136269,0.0
0.129872,0.0
0.138203,0.0
0.17465,0.0
0.226569,0.0
0.331449,0.0
0.436031,0.0
0.460726,0.0
0.532728,0.0
0.551324,0.0
0.546266,0.0
0.580036,0.0
0.581672,0.0
0.565605,0.0
0.542844,0.0
0.514579,0.0
0.517406,0.0
0.516215,0.0
0.5,0.0
0.491074,0.0
0.485421,0.0
0.479173,0.0
0.466082,0.0
0.466528,0.0
0.472181,0.0
0.479768,0.0
0.539423,0.0
0.615739,0.0
0.673312,0.0
0.647426,0.0
0.612615,0.0
0.572597,0.0
0.540762,0.0
0.504909,0.0
0.488694,0.0
0.446593,0.0
0.398691,0.0
0.445849,0.0
0.447783,0.0
0.474561,0.0
0.475156,0.0
0.475156,0.0
0.459387,0.0
0.424427,0.0
0.370425,0.0
0.308242,0.0
0.263314,0.0
0.2169,0.0
0.177774,0.0
0.162005,0.0
0.166171,0.0
0.191163,0.0
0.236686,0.0
0.334573,0.0
0.43737,0.0
0.452246,0.0
0.511604,0.0
0.531687,0.0
0.526331,0.0
0.560994,0.0
0.575573,0.0
0.555936,0.0
0.538976,0.0
0.534067,0.0
0.525885,0.0
0.523207,0.0
0.513091,0.0
0.508628,0.0
0.511157,0.0
0.500595,0.0
0.490033,0.0
0.490925,0.0
0.505653,0.0
0.529604,0.0
0.576614,0.0
0.638649,0.0
0.681196,0.0
0.658137,0.0
0.619756,0.0
0.576614,0.0
0.547754,0.0
0.515174,0.0
0.5,0.0
0.451503,0.0
0.407914,0.0
0.450759,0.0
0.462214,0.0
0.48795,0.0
0.488099,0.0
0.480661,0.0
0.462065,0.0
0.427849,0.0
0.367301,0.0
0.308985,0.0
0.263314,0.0
0.221065,0.0
0.191758,0.0
0.170783,0.0
0.170485,0.0
0.201726,0.0
0.25305,0.0
0.35183,0.0
0.456561,0.0
0.479322,0.0
0.534365,0.0
0.552365,0.0
0.543439,0.0
0.578399,0.0
0.584499,0.0
0.559357,0.0
0.53972,0.0
0.518149,0.0
0.511455,0.0
0.502083,0.0
0.48676,0.0
0.481404,0.0
0.479322,0.0
0.480214,0.0
0.465338,0.0
0.464891,0.0
0.470396,0.0
0.490181,0.0
0.531836,0.0
0.615293,0.0
0.67465,0.0
0.659625,0.0
0.635228,0.0
0.59283,0.0
0.569473,0.0
0.550431,0.0
0.531389,0.0
0.485123,0.0
0.431866,0.0
0.480661,0.0
0.486611,0.0
0.508033,0.0
0.506397,0.0
0.498364,0.0
0.481107,0.0
0.450907,0.0
0.385302,0.0
0.323862,0.0
0.280571,0.0
0.235198,0.0
0.203065,0.0
0.186403,0.0
0.181494,0.0
0.205147,0.0
0.256918,0.0
0.36269,0.0
0.466379,0.0
0.501488,0.0
0.571259,0.0
0.594763,0.0
0.580928,0.0
0.60488,0.0
0.609938,0.0
0.579143,0.0
0.556382,0.0
0.536299,0.0
0.522315,0.0
0.514579,0.0
0.497471,0.0
0.484826,0.0
0.480958,0.0
0.471735,0.0
0.461619,0.0
0.459387,0.0
0.47114,0.0
0.492413,0.0
0.535109,0.0
0.617971,0.0
0.688634,0.0
0.68194,0.0
0.665873,0.0
0.63374,0.0
0.603243,0.0
0.599375,0.0
0.580184,0.0
0.526331,0.0
0.475305,0.0
0.513835,0.0
0.521868,0.0
0.534365,0.0
0.524249,0.0
0.513984,0.0
0.491669,0.0
0.461321,0.0
0.400476,0.0
0.338738,0.0
